row_type,atom_id,name,stream,bytes,byte_delta,sha256,rate_score_cost,rate_score_delta,known_posenet_delta,known_segnet_delta,known_score_delta,benefit_score_estimate,benefit_per_byte_estimate,break_even_bytes_at_rate_only,byte_savings_estimate,codec,candidate_index,candidate_archive_path,candidate_archive_sha256,source_path,source_sha256,source_json_pointer
archive,archive,archive.zip,,276386,,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,0.184034092618,,,,,,,,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,
component_trace_pair,component_trace_pair:105,pair_105,,,,,,,0.002603838685899973,0.0007069905987009406,,0.00042582941602282813,,639,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
component_trace_pair,component_trace_pair:106,pair_106,,,,,,,0.0024728255812078714,0.0006001790752634406,,0.0003925304800138578,,589,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
component_trace_pair,component_trace_pair:108,pair_108,,,,,,,0.0019434108398854733,0.0008087158203125,,0.00036466425478610585,,547,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
component_trace_pair,component_trace_pair:125,pair_125,,,,,,,0.0019921865314245224,0.0005849202862009406,,0.0003331344803024498,,500,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
component_trace_pair,component_trace_pair:128,pair_128,,,,,,,0.002404651138931513,0.0007171630859375,,0.00040396373339343086,,606,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
component_trace_pair,component_trace_pair:130,pair_130,,,,,,,0.0021359254606068134,0.0006764730205759406,,0.0003653955716120019,,548,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
component_trace_pair,component_trace_pair:134,pair_134,,,,,,,0.0017454915214329958,0.0007375081768259406,,0.0003293852307079876,,494,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
component_trace_pair,component_trace_pair:136,pair_136,,,,,,,0.0019908954855054617,0.0007527669658884406,,0.0003609562142660097,,542,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
component_trace_pair,component_trace_pair:148,pair_148,,,,,,,0.0017269396921619773,0.0006764730205759406,,0.0003170182830834139,,476,,,0,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/archive.zip,9feef7ffaa254f9e5408996a122682757a054144a3000539553786c5292b7d0a,/Users/adpena/Projects/pact/experiments/results/lightning_batch/exact_eval_c067_pr75_actions_top40_p3_t4_20260503T0440Z/component_trace.json,9f03cb930e957777451a470e0a4be6d3ead97cc31ae51f038ff15fe0fa81b92f,
