row_type,archive,member,payload_format,segment,bytes,uncompressed_bytes,codec,type_guess,sha256,rate_score_contribution,best_probe_codec,best_probe_bytes,best_probe_delta
zip_member,/Users/adpena/Projects/pact/experiments/results/public_pr101_hnerv_ft_microcodec_intake_20260504_codex/archive.zip,x,,,178158,178158,stored,unknown,5f1948f9572e65f71c614d2ff15764ee416522e25cb1b06c8b1299c1306e8aaf,0.118680036369,input_bytes,178158,0
