pair,ep854_delivered_d_pose,pu2_live_d_pose,map_d_pose,map_pose_delta_vs_pu2_live,map_flips_vs_gt,map_flips_vs_live,sub_final_repaired,sub_final_d_pose_after_repair,sub_map_repair_repaired,sub_map_repair_d_pose_after_repair,ep854_k4_best_d_pose,ep854_k4_ratio_vs_bar,ep854_k4_envelope_status,ep854_best_k6_d_pose,ep854_best_k6_source,ep854_best_k8_d_pose,ep854_best_k8_source
139,6.194404125213623,0.0007985855918377638,0.006403237581253052,0.005604651989415288,833,331,False,0.0007985855918377638,False,0.006403237581253052,,,k4_envelope_not_measured_for_pair,,,,
140,46.54817199707031,0.00046517644659616053,0.04399542883038521,0.04353025238378905,1115,443,False,0.00046517644659616053,False,0.04399542883038521,,,k4_envelope_not_measured_for_pair,,,,
141,9.910881042480469,0.0009189776610583067,0.0008337058243341744,-8.52718367241323e-05,1240,511,False,0.0009189776610583067,False,0.0008337058243341744,,,k4_envelope_not_measured_for_pair,,,,
142,4.730641841888428,0.004000419285148382,0.005440101493149996,0.0014396822080016136,940,378,True,0.0008467600564472377,False,0.005440101493149996,,,k4_envelope_not_measured_for_pair,,,,
143,2.38811993598938,0.001455347053706646,0.464026540517807,0.46257119346410036,1069,464,False,0.001455347053706646,False,0.464026540517807,,,k4_envelope_not_measured_for_pair,,,,
144,146.48170471191406,0.0031069715041667223,0.16807101666927338,0.16496404516510665,902,386,True,0.0016509316628798842,False,0.16807101666927338,,,k4_envelope_not_measured_for_pair,,,,
145,137.7444610595703,0.0010544084943830967,0.05719318613409996,0.056138777639716864,1063,437,False,0.0010544084943830967,False,0.05719318613409996,,,k4_envelope_not_measured_for_pair,,,,
146,33.76603317260742,0.0007838837918825448,0.0041535417549312115,0.0033696579630486667,1051,370,False,0.0007838837918825448,False,0.0041535417549312115,,,k4_envelope_not_measured_for_pair,,,,
147,84.1864242553711,0.0007433671853505075,0.057878732681274414,0.05713536549592391,815,418,False,0.0007433671853505075,False,0.057878732681274414,,,k4_envelope_not_measured_for_pair,,,,
148,134.5288543701172,0.0018312218599021435,3.1330883502960205,3.1312571284361184,958,387,False,0.0018312218599021435,False,3.1330883502960205,,,k4_envelope_not_measured_for_pair,,,,
149,0.01164753083139658,0.002138979034498334,0.01633261889219284,0.014193639857694507,981,467,False,0.002138979034498334,False,0.01633261889219284,,,k4_envelope_not_measured_for_pair,,,,
150,1.4668117761611938,0.0009709419682621956,0.0013178233057260513,0.00034688133746385574,977,413,False,0.0009709419682621956,False,0.0013178233057260513,,,k4_envelope_not_measured_for_pair,,,,
151,6.592582702636719,0.0007194255013018847,0.0016245300648733974,0.0009051045635715127,1321,559,False,0.0007194255013018847,False,0.0016245300648733974,,,k4_envelope_not_measured_for_pair,,,,
152,0.36601683497428894,0.001173956785351038,0.07527058571577072,0.07409662893041968,1066,579,False,0.001173956785351038,False,0.07527058571577072,,,k4_envelope_not_measured_for_pair,,,,
153,0.08771535009145737,0.001833710353821516,0.03914862498641014,0.037314914632588625,1142,450,False,0.001833710353821516,False,0.03914862498641014,,,k4_envelope_not_measured_for_pair,,,,
154,0.5335146188735962,0.0004992280737496912,0.2307821661233902,0.2302829380496405,1188,568,False,0.0004992280737496912,False,0.2307821661233902,,,k4_envelope_not_measured_for_pair,,,,
155,17.641820907592773,0.0017650723457336426,0.014709754846990108,0.012944682501256466,1492,665,False,0.0017650723457336426,False,0.014709754846990108,,,k4_envelope_not_measured_for_pair,,,,
156,125.01862335205078,0.0012921420857310295,0.005077302921563387,0.0037851608358323574,1060,435,False,0.0012921420857310295,False,0.005077302921563387,,,k4_envelope_not_measured_for_pair,,,,
157,10.720398902893066,0.001146491733379662,0.01081163715571165,0.009665145422331989,1199,518,False,0.001146491733379662,False,0.01081163715571165,,,k4_envelope_not_measured_for_pair,,,,
158,10.521818161010742,0.0016117794439196587,0.009210017509758472,0.007598238065838814,1119,498,False,0.0016117794439196587,False,0.009210017509758472,,,k4_envelope_not_measured_for_pair,,,,
159,3.71303653717041,0.002398843178525567,0.042532116174697876,0.04013327299617231,1167,496,False,0.002398843178525567,False,0.042532116174697876,,,k4_envelope_not_measured_for_pair,,,,
160,0.9949737191200256,0.002012812765315175,0.02837069146335125,0.026357878698036075,993,422,False,0.002012812765315175,False,0.02837069146335125,,,k4_envelope_not_measured_for_pair,,,,
161,0.7803340554237366,0.0012112573022022843,0.0017573712393641472,0.0005461139371618629,1258,497,False,0.0012112573022022843,False,0.0017573712393641472,,,k4_envelope_not_measured_for_pair,,,,
162,1.2786983251571655,0.0010482206707820296,0.015371222980320454,0.014323002309538424,1013,393,False,0.0010482206707820296,False,0.015371222980320454,,,k4_envelope_not_measured_for_pair,,,,
163,0.8430299758911133,0.0022061525378376245,0.023615218698978424,0.0214090661611408,1032,451,False,0.0022061525378376245,False,0.023615218698978424,,,k4_envelope_not_measured_for_pair,0.0016661901026964188,ext_a,,
164,21.351844787597656,0.005855063442140818,0.008934891782701015,0.003079828340560198,1614,609,True,0.0008066198788583279,False,0.008934891782701015,,,k4_envelope_not_measured_for_pair,,,,
165,30.265846252441406,0.0027839860413223505,0.35759851336479187,0.3548145273234695,1622,705,False,0.0027839860413223505,False,0.35759851336479187,,,k4_envelope_not_measured_for_pair,,,,
166,0.6098234057426453,0.001794898067601025,0.02457018941640854,0.022775291348807514,980,476,False,0.001794898067601025,False,0.02457018941640854,,,k4_envelope_not_measured_for_pair,,,,
167,2.9209134578704834,0.0012705057160928845,0.05334843695163727,0.052077931235544384,1022,485,False,0.0012705057160928845,False,0.05334843695163727,,,k4_envelope_not_measured_for_pair,,,,
168,10.061654090881348,0.0009603847865946591,0.011153827421367168,0.01019344263477251,949,463,False,0.0009603847865946591,False,0.011153827421367168,,,k4_envelope_not_measured_for_pair,,,,
169,1.2127078771591187,0.0008019963279366493,0.005287344101816416,0.0044853477738797665,893,405,False,0.0008019963279366493,False,0.005287344101816416,,,k4_envelope_not_measured_for_pair,,,,
170,37.39307403564453,0.0019015060970559716,0.0037800122518092394,0.0018785061547532678,1145,410,False,0.0019015060970559716,False,0.0037800122518092394,,,k4_envelope_not_measured_for_pair,,,,
171,1.4405951499938965,0.001282651792280376,0.053253885358572006,0.05197123356629163,942,388,False,0.001282651792280376,False,0.053253885358572006,,,k4_envelope_not_measured_for_pair,,,,
172,1.0172415971755981,0.0012871838407590985,0.012096110731363297,0.010808926890604198,927,536,False,0.0012871838407590985,False,0.012096110731363297,,,k4_envelope_not_measured_for_pair,,,,
173,16.40719223022461,0.0011155548272654414,0.022294947877526283,0.021179393050260842,1007,494,False,0.0011155548272654414,False,0.022294947877526283,,,k4_envelope_not_measured_for_pair,,,,
174,50.855464935302734,0.0016864649951457977,0.010328264907002449,0.008641799911856651,867,370,False,0.0016864649951457977,False,0.010328264907002449,,,k4_envelope_not_measured_for_pair,,,,
175,16.047138214111328,0.0010864782379940152,0.01879962719976902,0.017713148961775005,1020,383,False,0.0010864782379940152,False,0.01879962719976902,,,k4_envelope_not_measured_for_pair,,,,
176,2.1072099208831787,0.001711819670163095,0.017238585278391838,0.015526765608228743,1043,380,False,0.001711819670163095,False,0.017238585278391838,,,k4_envelope_not_measured_for_pair,,,,
177,0.12694548070430756,0.001066088443621993,0.0010763542959466577,1.0265852324664593e-05,2009,521,False,0.001066088443621993,False,0.0010763542959466577,,,k4_envelope_not_measured_for_pair,0.001360395923256874,ext_a,,
178,0.4028107225894928,0.0010165536077693105,0.04799393191933632,0.04697737831156701,1013,432,False,0.0010165536077693105,False,0.04799393191933632,,,k4_envelope_not_measured_for_pair,,,,
179,0.8985660672187805,0.001002756878733635,0.013395004905760288,0.012392248027026653,931,430,False,0.001002756878733635,False,0.013395004905760288,,,k4_envelope_not_measured_for_pair,,,,
180,0.7423432469367981,0.0005613237735815346,0.029267320409417152,0.028705996635835618,924,437,False,0.0005613237735815346,False,0.029267320409417152,,,k4_envelope_not_measured_for_pair,,,,
181,0.24405227601528168,0.001025092788040638,0.06976848095655441,0.06874338816851377,850,518,False,0.001025092788040638,False,0.06976848095655441,,,k4_envelope_not_measured_for_pair,,,,
182,152.30691528320312,0.0008012032485567033,0.0017376468749716878,0.0009364436264149845,926,396,False,0.0008012032485567033,False,0.0017376468749716878,,,k4_envelope_not_measured_for_pair,,,,
183,6.479800701141357,0.0015329229645431042,0.0025602905079722404,0.0010273675434291363,1025,512,False,0.0015329229645431042,False,0.0025602905079722404,,,k4_envelope_not_measured_for_pair,,,,
184,31.71856117248535,0.001943035633303225,0.03685181587934494,0.034908780246041715,973,382,False,0.001943035633303225,False,0.03685181587934494,,,k4_envelope_not_measured_for_pair,,,,
185,0.33114710450172424,0.0004576785722747445,0.08348500728607178,0.08302732871379703,878,389,False,0.0004576785722747445,False,0.08348500728607178,,,k4_envelope_not_measured_for_pair,,,,
186,11.557730674743652,0.0011216647690162063,0.232984721660614,0.2318630568915978,1102,494,False,0.0011216647690162063,False,0.232984721660614,,,k4_envelope_not_measured_for_pair,,,,
187,3.706378221511841,0.0010656139347702265,0.011706667952239513,0.010641054017469287,1107,567,False,0.0010656139347702265,False,0.011706667952239513,0.00284759234637022,1.0262366464430572,within_k4_envelope_measured,,,,
188,3.0181643962860107,0.0007805470959283412,0.012448982335627079,0.011668435239698738,958,396,False,0.0007805470959283412,False,0.012448982335627079,,,k4_envelope_not_measured_for_pair,,,,
189,142.03419494628906,0.00172431708779186,0.15794219076633453,0.15621787367854267,1044,561,False,0.00172431708779186,False,0.15794219076633453,,,k4_envelope_not_measured_for_pair,,,,
190,1.2170120477676392,0.0009876741096377373,0.001152904354967177,0.00016523024532943964,1207,494,False,0.0009876741096377373,False,0.001152904354967177,,,k4_envelope_not_measured_for_pair,,,,
191,3.362971544265747,0.0013220381224527955,0.1307942122220993,0.1294721740996465,1097,481,False,0.0013220381224527955,False,0.1307942122220993,,,k4_envelope_not_measured_for_pair,,,,
192,134.69024658203125,0.0018943784525617957,0.09271401911973953,0.09081964066717774,1145,569,False,0.0018943784525617957,False,0.09271401911973953,,,k4_envelope_not_measured_for_pair,,,,
193,25.471895217895508,0.001544835977256298,0.015364161692559719,0.013819325715303421,894,372,False,0.001544835977256298,False,0.015364161692559719,,,k4_envelope_not_measured_for_pair,,,,
194,137.3809051513672,0.0009236386977136135,0.018057851120829582,0.01713421242311597,1115,509,False,0.0009236386977136135,False,0.018057851120829582,,,k4_envelope_not_measured_for_pair,,,,
195,102.08102416992188,0.0013179887318983674,0.0042284647934138775,0.00291047606151551,884,447,False,0.0013179887318983674,False,0.0042284647934138775,,,k4_envelope_not_measured_for_pair,,,,
196,0.9268031716346741,0.001681482419371605,0.04404135048389435,0.04235986806452274,1191,497,False,0.001681482419371605,False,0.04404135048389435,,,k4_envelope_not_measured_for_pair,,,,
197,0.07576535642147064,0.00434590270742774,0.0481945239007473,0.04384862119331956,927,422,True,0.0013515438186004758,False,0.0481945239007473,,,k4_envelope_not_measured_for_pair,,,,
198,72.27774810791016,0.0025681934785097837,0.01613209955394268,0.013563906075432897,849,392,False,0.0025681934785097837,False,0.01613209955394268,,,k4_envelope_not_measured_for_pair,,,,
199,56.596710205078125,0.0012889798963442445,0.09285182505846024,0.09156284516211599,968,433,False,0.0012889798963442445,False,0.09285182505846024,,,k4_envelope_not_measured_for_pair,,,,
200,151.81861877441406,0.0015184166841208935,0.906562089920044,0.905043673235923,897,439,False,0.0015184166841208935,False,0.906562089920044,,,k4_envelope_not_measured_for_pair,,,,
201,5.418458461761475,0.0010708476183936,0.003949082922190428,0.002878235303796828,1117,440,False,0.0010708476183936,False,0.003949082922190428,,,k4_envelope_not_measured_for_pair,,,,
202,0.25766193866729736,0.000626440451014787,0.2735857665538788,0.272959326102864,989,545,False,0.000626440451014787,False,0.2735857665538788,,,k4_envelope_not_measured_for_pair,,,,
203,11.383316993713379,0.0014245440252125263,0.005907811224460602,0.0044832671992480755,955,389,False,0.0014245440252125263,False,0.005907811224460602,,,k4_envelope_not_measured_for_pair,,,,
204,8.197077751159668,0.0009796952363103628,0.05936586484313011,0.05838616960681975,920,415,False,0.0009796952363103628,False,0.05936586484313011,,,k4_envelope_not_measured_for_pair,,,,
205,26.006559371948242,0.0010327016934752464,0.011649168096482754,0.010616466403007507,822,447,False,0.0010327016934752464,False,0.011649168096482754,,,k4_envelope_not_measured_for_pair,,,,
206,12.167874336242676,0.0012578970054164529,0.1191694438457489,0.11791154684033245,924,518,False,0.0012578970054164529,False,0.1191694438457489,,,k4_envelope_not_measured_for_pair,,,,
207,2.4530951976776123,0.0005201525636948645,0.011615672148764133,0.011095519585069269,693,376,False,0.0005201525636948645,False,0.011615672148764133,,,k4_envelope_not_measured_for_pair,,,,
208,1.7611404657363892,0.0005246583023108542,0.027249261736869812,0.026724603434558958,766,507,False,0.0005246583023108542,False,0.027249261736869812,,,k4_envelope_not_measured_for_pair,,,,
209,2.578925609588623,0.0008851071470417082,0.0008330279961228371,-5.2079150918871164e-05,705,377,False,0.0008851071470417082,False,0.0008330279961228371,,,k4_envelope_not_measured_for_pair,,,,
210,0.9391972422599792,0.0006658020429313183,0.05589183792471886,0.05522603588178754,1059,467,False,0.0006658020429313183,False,0.05589183792471886,,,k4_envelope_not_measured_for_pair,,,,
211,27.93707275390625,0.0005036757211200893,0.021340684965252876,0.020837009244132787,822,377,False,0.0005036757211200893,False,0.021340684965252876,,,k4_envelope_not_measured_for_pair,,,,
212,0.06629360467195511,0.00022118637571111321,0.042352769523859024,0.04213158314814791,732,408,False,0.00022118637571111321,False,0.042352769523859024,,,k4_envelope_not_measured_for_pair,,,,
213,0.7363094687461853,0.00015374684880953282,0.05279029905796051,0.05263655220915098,544,345,False,0.00015374684880953282,False,0.05279029905796051,,,k4_envelope_not_measured_for_pair,,,,
214,1.8226780891418457,8.520618575857952e-05,0.019901731982827187,0.019816525797068607,826,439,False,8.520618575857952e-05,False,0.019901731982827187,,,k4_envelope_not_measured_for_pair,,,,
215,5.092833042144775,0.0001978146465262398,0.035218894481658936,0.035021079835132696,945,508,False,0.0001978146465262398,False,0.035218894481658936,,,k4_envelope_not_measured_for_pair,,,,
216,46.38844680786133,0.0010215009097009897,0.1208454966545105,0.11982399574480951,637,328,False,0.0010215009097009897,False,0.1208454966545105,,,k4_envelope_not_measured_for_pair,,,,
217,125.75180053710938,2.0146084352745675e-05,0.005430214572697878,0.005410068488345132,825,496,False,2.0146084352745675e-05,False,0.005430214572697878,,,k4_envelope_not_measured_for_pair,,,,
218,30.554166793823242,7.22162876627408e-05,0.0015165425138548017,0.0014443262261920609,659,351,False,7.22162876627408e-05,False,0.0015165425138548017,,,k4_envelope_not_measured_for_pair,,,,
219,17.535017013549805,0.00020748966198880225,0.007009856402873993,0.006802366740885191,840,500,False,0.00020748966198880225,False,0.007009856402873993,,,k4_envelope_not_measured_for_pair,0.0001745521294651553,ext_b,,
220,103.40911102294922,7.711956277489662e-05,0.010352306999266148,0.010275187436491251,999,488,False,7.711956277489662e-05,False,0.010352306999266148,,,k4_envelope_not_measured_for_pair,,,,
221,0.12602464854717255,0.00039352686144411564,0.010290883481502533,0.009897356620058417,712,340,False,0.00039352686144411564,False,0.010290883481502533,,,k4_envelope_not_measured_for_pair,,,,
222,0.8946234583854675,0.00011210981028852984,0.012528836727142334,0.012416726916853804,749,417,False,0.00011210981028852984,False,0.012528836727142334,,,k4_envelope_not_measured_for_pair,,,,
223,4.315739631652832,0.00012619944754987955,0.09138801693916321,0.09126181749161333,923,338,False,0.00012619944754987955,False,0.09138801693916321,,,k4_envelope_not_measured_for_pair,,,,
224,107.47845458984375,0.0005057729431428015,0.0011597751872614026,0.0006540022441186011,945,538,False,0.0005057729431428015,False,0.0011597751872614026,,,k4_envelope_not_measured_for_pair,,,,
225,3.469651222229004,0.00023785697703715414,0.06257545948028564,0.06233760250324849,876,422,False,0.00023785697703715414,False,0.06257545948028564,,,k4_envelope_not_measured_for_pair,,,,
226,163.50466918945312,0.0002962680591735989,0.20953625440597534,0.20923998634680174,931,502,False,0.0002962680591735989,False,0.20953625440597534,,,k4_envelope_not_measured_for_pair,,,,
227,1.7996340990066528,0.0007402249029837549,0.02980017103254795,0.029059946129564196,891,364,False,0.0007402249029837549,False,0.02980017103254795,,,k4_envelope_not_measured_for_pair,,,,
228,86.66608428955078,0.0005803295061923563,0.5677118897438049,0.5671315602376126,902,417,False,0.0005803295061923563,False,0.5677118897438049,,,k4_envelope_not_measured_for_pair,,,,
229,159.92311096191406,0.0013515601167455316,0.05348623916506767,0.05213467904832214,870,445,False,0.0013515601167455316,False,0.05348623916506767,,,k4_envelope_not_measured_for_pair,,,,
230,92.39826202392578,0.00037590530700981617,0.5360146164894104,0.5356387111824006,854,452,False,0.00037590530700981617,False,0.5360146164894104,,,k4_envelope_not_measured_for_pair,,,,
231,3.298858404159546,0.0010204247664660215,0.07624869793653488,0.07522827317006886,1017,434,False,0.0010204247664660215,False,0.07624869793653488,,,k4_envelope_not_measured_for_pair,,,,
232,1.2781847715377808,0.0006712750182487071,0.0011062443954870105,0.0004349693772383034,1114,343,False,0.0006712750182487071,False,0.0011062443954870105,,,k4_envelope_not_measured_for_pair,0.00090405298396945,ext_a,,
233,2.076101779937744,0.00034626005799509585,0.06360284239053726,0.06325658233254217,805,389,False,0.00034626005799509585,False,0.06360284239053726,,,k4_envelope_not_measured_for_pair,,,,
234,1.4749449491500854,0.0002604630426503718,0.0377298928797245,0.03746942983707413,921,335,False,0.0002604630426503718,False,0.0377298928797245,,,k4_envelope_not_measured_for_pair,,,,
235,10.856219291687012,0.00010870594996958971,0.006349652539938688,0.006240946589969099,827,272,False,0.00010870594996958971,False,0.006349652539938688,,,k4_envelope_not_measured_for_pair,,,,
236,11.19021224975586,0.00020683307957369834,0.045724060386419296,0.0455172273068456,800,427,False,0.00020683307957369834,False,0.045724060386419296,,,k4_envelope_not_measured_for_pair,,,,
237,0.661627471446991,0.0009368867031298578,0.014850909821689129,0.013914023118559271,678,361,False,0.0009368867031298578,False,0.014850909821689129,,,k4_envelope_not_measured_for_pair,,,,
238,13.463709831237793,0.00028161602676846087,0.0020828137639909983,0.0018011977372225374,925,398,False,0.00028161602676846087,False,0.0020828137639909983,,,k4_envelope_not_measured_for_pair,,,,
239,131.0464630126953,4.227582030580379e-05,1.5807075500488281,1.5806652742285223,1084,702,False,4.227582030580379e-05,False,1.5807075500488281,,,k4_envelope_not_measured_for_pair,0.0007724203169345856,ext_b,,
240,1.3399916887283325,0.0003362304996699095,0.023198887705802917,0.022862657206133008,995,289,False,0.0003362304996699095,False,0.023198887705802917,,,k4_envelope_not_measured_for_pair,,,,
241,39.19038009643555,0.00012768049782607704,0.0028728654142469168,0.0027451849164208397,1004,600,False,0.00012768049782607704,False,0.0028728654142469168,,,k4_envelope_not_measured_for_pair,0.00020923145348206162,ext_b,,
242,10.203299522399902,5.228688314673491e-05,0.13881783187389374,0.138765544990747,818,413,False,5.228688314673491e-05,False,0.13881783187389374,,,k4_envelope_not_measured_for_pair,,,,
243,3.2321889400482178,0.00029046935378573835,0.0012105739442631602,0.0009201045904774219,844,429,False,0.00029046935378573835,False,0.0012105739442631602,,,k4_envelope_not_measured_for_pair,,,,
244,119.96793365478516,0.000712953566107899,0.008643117733299732,0.007930164167191833,836,375,False,0.000712953566107899,False,0.008643117733299732,,,k4_envelope_not_measured_for_pair,,,,
245,16.22154998779297,0.0001251908834092319,0.15029925107955933,0.1501740601961501,1046,309,False,0.0001251908834092319,False,0.15029925107955933,,,k4_envelope_not_measured_for_pair,,,,
246,36.45972442626953,0.000314472708851099,0.019902756437659264,0.019588283728808165,806,359,False,0.000314472708851099,False,0.019902756437659264,,,k4_envelope_not_measured_for_pair,,,,
247,2.2351150512695312,0.001354869338683784,0.016718732193112373,0.01536386285442859,873,411,False,0.001354869338683784,False,0.016718732193112373,,,k4_envelope_not_measured_for_pair,,,,
248,4.834111213684082,0.00047122559044510126,0.009875711984932423,0.009404486394487321,749,420,False,0.00047122559044510126,False,0.009875711984932423,,,k4_envelope_not_measured_for_pair,,,,
249,4.299351215362549,0.0002954292285721749,0.0005584678729064763,0.00026303864433430135,1056,409,False,0.0002954292285721749,False,0.0005584678729064763,,,k4_envelope_not_measured_for_pair,,,,
250,1.2152198553085327,0.00013137633504811674,0.0009721850510686636,0.0008408087160205469,888,454,False,0.00013137633504811674,False,0.0009721850510686636,,,k4_envelope_not_measured_for_pair,,,,
251,20.417823791503906,6.345198926283047e-05,0.0012177174212411046,0.0011542654319782741,913,349,False,6.345198926283047e-05,False,0.0012177174212411046,,,k4_envelope_not_measured_for_pair,,,,
252,79.90906524658203,0.0009045235929079354,0.20310835540294647,0.20220383181003854,946,414,False,0.0009045235929079354,False,0.20310835540294647,,,k4_envelope_not_measured_for_pair,,,,
253,154.50082397460938,0.0003014480753336102,0.206099271774292,0.20579782369895838,855,398,False,0.0003014480753336102,False,0.206099271774292,,,k4_envelope_not_measured_for_pair,,,,
254,24.10380744934082,0.00021592168195638806,0.010030911304056644,0.009814989622100256,793,371,False,0.00021592168195638806,False,0.010030911304056644,,,k4_envelope_not_measured_for_pair,,,,
255,3.8258514404296875,0.00019546312978491187,0.0003024824254680425,0.00010701929568313062,878,425,False,0.00019546312978491187,False,0.0003024824254680425,,,k4_envelope_not_measured_for_pair,,,,
256,5.533212184906006,0.0006634902092628181,0.029421694576740265,0.028758204367477447,799,363,False,0.0006634902092628181,False,0.029421694576740265,,,k4_envelope_not_measured_for_pair,,,,
257,161.1114501953125,0.0007974538602866232,0.5765356421470642,0.5757381882867776,798,394,False,0.0007974538602866232,False,0.5765356421470642,,,k4_envelope_not_measured_for_pair,,,,
258,1.0931764841079712,0.0003662552044261247,0.039995111525058746,0.03962885632063262,751,372,False,0.0003662552044261247,False,0.039995111525058746,,,k4_envelope_not_measured_for_pair,,,,
259,151.90582275390625,0.00017975381342694163,0.00043444373295642436,0.0002546899195294827,870,353,False,0.00017975381342694163,False,0.00043444373295642436,,,k4_envelope_not_measured_for_pair,,,,
260,11.384428977966309,0.0004609347088262439,0.10893678665161133,0.10847585194278508,763,418,False,0.0004609347088262439,False,0.10893678665161133,,,k4_envelope_not_measured_for_pair,,,,
261,120.90886688232422,7.638950046384707e-05,0.3972890377044678,0.3972126482040039,844,441,False,7.638950046384707e-05,False,0.3972890377044678,,,k4_envelope_not_measured_for_pair,,,,
262,2.9395406246185303,0.0005405701813288033,0.0030043793376535177,0.0024638091563247144,864,399,False,0.0005405701813288033,False,0.0030043793376535177,,,k4_envelope_not_measured_for_pair,,,,
263,45.5150032043457,0.00025839664158411324,0.006898760795593262,0.0066403641540091485,917,424,False,0.00025839664158411324,False,0.006898760795593262,,,k4_envelope_not_measured_for_pair,,,,
264,22.237070083618164,5.7865978305926546e-05,0.07231592386960983,0.0722580578913039,876,360,False,5.7865978305926546e-05,False,0.07231592386960983,,,k4_envelope_not_measured_for_pair,,,,
265,4.11759614944458,0.0005450492026284337,0.013017757795751095,0.012472708593122661,853,366,False,0.0005450492026284337,False,0.013017757795751095,,,k4_envelope_not_measured_for_pair,,,,
266,2.5593903064727783,0.00016144609253387898,0.014159786514937878,0.013998340422403999,911,461,False,0.00016144609253387898,False,0.014159786514937878,,,k4_envelope_not_measured_for_pair,,,,
267,4.734951972961426,0.00015235871251206845,0.006034922320395708,0.00588256360788364,723,366,False,0.00015235871251206845,False,0.006034922320395708,,,k4_envelope_not_measured_for_pair,,,,
268,0.47933897376060486,0.00015562810585834086,0.12894992530345917,0.12879429719760083,795,309,False,0.00015562810585834086,False,0.12894992530345917,,,k4_envelope_not_measured_for_pair,,,,
269,132.81280517578125,0.0002910532639361918,0.02170688472688198,0.02141583146294579,894,441,False,0.0002910532639361918,False,0.02170688472688198,,,k4_envelope_not_measured_for_pair,,,,
270,3.2297356128692627,0.0001271965738851577,0.018229840323328972,0.018102643749443814,803,372,False,0.0001271965738851577,False,0.018229840323328972,,,k4_envelope_not_measured_for_pair,,,,
271,2.451969623565674,0.00018743025430012494,0.0020733026321977377,0.0018858723778976128,933,505,False,0.00018743025430012494,False,0.0020733026321977377,,,k4_envelope_not_measured_for_pair,,,,
272,1.0462291240692139,1.1955282388953492e-05,0.03091239184141159,0.030900436559022637,883,414,False,1.1955282388953492e-05,False,0.03091239184141159,,,k4_envelope_not_measured_for_pair,,,,
273,49.29539108276367,0.00010267808102071285,0.19570904970169067,0.19560637162066996,838,421,False,0.00010267808102071285,False,0.19570904970169067,,,k4_envelope_not_measured_for_pair,,,,
274,6.837713718414307,0.0002950742782559246,0.0006978321471251547,0.00040275786886923015,815,326,False,0.0002950742782559246,False,0.0006978321471251547,,,k4_envelope_not_measured_for_pair,,,,
275,1.556032657623291,0.0132218599319458,0.021045761182904243,0.007823901250958443,944,499,True,0.00045339783537201583,False,0.021045761182904243,,,k4_envelope_not_measured_for_pair,,,,
276,1.327309250831604,0.00020074528583791107,0.0002521574206184596,5.141213478054851e-05,862,399,False,0.00020074528583791107,False,0.0002521574206184596,,,k4_envelope_not_measured_for_pair,,,,
277,4.764896869659424,0.00020319392206147313,0.1972978115081787,0.19709461758611724,728,324,False,0.00020319392206147313,False,0.1972978115081787,,,k4_envelope_not_measured_for_pair,,,,
278,3.8862054347991943,0.00021134251437615603,0.0006298838998191059,0.00041854138544294983,741,390,False,0.00021134251437615603,False,0.0006298838998191059,,,k4_envelope_not_measured_for_pair,,,,
279,3.184220314025879,0.0009200663189403713,0.031107455492019653,0.030187389173079282,940,433,False,0.0009200663189403713,False,0.031107455492019653,,,k4_envelope_not_measured_for_pair,,,,
280,3.354879379272461,0.00046337407547980547,0.1417556256055832,0.14129225153010339,948,425,False,0.00046337407547980547,False,0.1417556256055832,,,k4_envelope_not_measured_for_pair,,,,
281,0.6634014248847961,0.0006024757749401033,0.01038359198719263,0.009781116212252527,965,544,False,0.0006024757749401033,False,0.01038359198719263,,,k4_envelope_not_measured_for_pair,,,,
282,0.5674000382423401,0.00034914235584437847,0.02972937561571598,0.029380233259871602,865,518,False,0.00034914235584437847,False,0.02972937561571598,,,k4_envelope_not_measured_for_pair,,,,
283,2.4471657276153564,0.000768981350120157,0.009031540714204311,0.008262559364084154,747,386,False,0.000768981350120157,False,0.009031540714204311,,,k4_envelope_not_measured_for_pair,,,,
284,8.901545524597168,0.0011600544676184654,0.003573104739189148,0.0024130502715706825,1049,590,False,0.0011600544676184654,False,0.003573104739189148,,,k4_envelope_not_measured_for_pair,,,,
285,3.453209161758423,0.0006859087734483182,0.039483364671468735,0.038797455898020416,873,420,False,0.0006859087734483182,False,0.039483364671468735,,,k4_envelope_not_measured_for_pair,,,,
286,0.2399449199438095,0.0003771915507968515,0.00298162829130888,0.0026044367405120283,779,385,False,0.0003771915507968515,False,0.00298162829130888,,,k4_envelope_not_measured_for_pair,,,,
287,2.1772191524505615,7.202194683486596e-05,0.0005284803337417543,0.00045645838690688834,860,443,False,7.202194683486596e-05,False,0.0005284803337417543,,,k4_envelope_not_measured_for_pair,,,,
288,18.079286575317383,0.00024522223975509405,0.09173379093408585,0.09148856869433075,911,470,False,0.00024522223975509405,False,0.09173379093408585,,,k4_envelope_not_measured_for_pair,,,,
289,8.608851432800293,0.0020752318669110537,0.009941616095602512,0.007866384228691459,945,575,False,0.0020752318669110537,False,0.009941616095602512,,,k4_envelope_not_measured_for_pair,,,,
290,0.4614773690700531,0.0009587763343006372,0.09615027904510498,0.09519150271080434,888,379,False,0.0009587763343006372,False,0.09615027904510498,,,k4_envelope_not_measured_for_pair,,,,
291,0.16520048677921295,0.00038433659938164055,0.00694926967844367,0.00656493307906203,951,505,False,0.00038433659938164055,False,0.00694926967844367,,,k4_envelope_not_measured_for_pair,,,,
