rank,candidate_id,source_archive_sha256,source_archive_bytes,pose_stream_sha256,pose_stream_bytes,basis_id,selected_pairs,selected_coefs,expected_benefit_proxy,break_even_score_gain_required,proxy_margin_vs_target,estimated_payload_bytes,risk_flags,exact_eval_readiness
1,c102_qp1_active_subspace_proxy_public_plus_smooth_top096,79091f2c3f0c30ef3ca512808f3adc0306010e7f57fed3a09b3664c16fea4ea8,276485,80094e20f4f6cd29869e043eb6d224a6697ecd7fb0e77728ddcd6c7a05fccb9a,1140,active_subspace_proxy_public_plus_smooth,"[164, 105, 69, 128, 106, 60, 64, 67, 130, 108, 197, 136, 125, 70, 134, 59, 423, 420, 148, 192, 165, 97, 78, 198, 153, 496, 131, 434, 68, 289, 166, 99, 141, 138, 74, 418, 120, 121, 435, 62, 310, 92, 61, 65, 150, 84, 112, 177, 522, 75, 196, 101, 284, 63, 206, 200, 103, 66, 133, 104, 142, 441, 517, 126, 129, 73, 159, 90, 305, 421, 290, 430, 119, 285, 514, 102, 107, 160, 72, 368, 426, 497, 406, 518, 550, 542, 309, 139, 552, 538, 127, 546, 184, 502, 492, 98]","[{""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 164, ""raw_basis_delta_q"": 0.8857915893630178}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 105, ""raw_basis_delta_q"": 1.0725262832405689}, {""delta_q"": 8, ""delta_velocity"": 0.015625, ""pair_index"": 69, ""raw_basis_delta_q"": 2.0698979591836735}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 128, ""raw_basis_delta_q"": 0.8540661719233148}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 106, ""raw_basis_delta_q"": 1.367408781694496}, {""delta_q"": 8, ""delta_velocity"": 0.015625, ""pair_index"": 60, ""raw_basis_delta_q"": 2.1927334570191714}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 64, ""raw_basis_delta_q"": 1.3894867037724181}, {""delta_q"": 7, ""delta_velocity"": 0.013671875, ""pair_index"": 67, ""raw_basis_delta_q"": 1.76573902288188}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 130, ""raw_basis_delta_q"": 0.7784941249226962}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 108, ""raw_basis_delta_q"": 1.1331941867656152}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 197, ""raw_basis_delta_q"": 1.2860235003092146}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 136, ""raw_basis_delta_q"": 0.9612244897959183}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 125, ""raw_basis_delta_q"": 0.991156462585034}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 70, ""raw_basis_delta_q"": 1.1065862708719851}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 134, ""raw_basis_delta_q"": 1.1586116264687694}, {""delta_q"": 8, ""delta_velocity"": 0.015625, ""pair_index"": 59, ""raw_basis_delta_q"": 2.2312615955473096}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 423, ""raw_basis_delta_q"": 1.4970624613481756}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 420, ""raw_basis_delta_q"": 1.4766697588126159}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 148, ""raw_basis_delta_q"": 0.71873840445269}, {""delta_q"": -4, ""delta_velocity"": -0.0078125, ""pair_index"": 192, ""raw_basis_delta_q"": -0.9985003092145949}, {""delta_q"": 2, ""delta_velocity"": 0.00390625, ""pair_index"": 165, ""raw_basis_delta_q"": 0.5538188002473715}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 97, ""raw_basis_delta_q"": 1.031091527520099}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 78, ""raw_basis_delta_q"": 1.4021026592455164}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 198, ""raw_basis_delta_q"": 0.9507266542980829}, {""delta_q"": -4, ""delta_velocity"": -0.0078125, ""pair_index"": 153, ""raw_basis_delta_q"": -0.9370593692022264}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 496, ""raw_basis_delta_q"": 1.4223252937538653}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 131, ""raw_basis_delta_q"": 0.9575757575757576}, {""delta_q"": -3, ""delta_velocity"": -0.005859375, ""pair_index"": 434, ""raw_basis_delta_q"": -0.6344310451453309}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 68, ""raw_basis_delta_q"": 1.306416202844774}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 289, ""raw_basis_delta_q"": 1.1347557204700063}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 166, ""raw_basis_delta_q"": 0.6777365491651206}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 99, ""raw_basis_delta_q"": 0.8349876314162028}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 141, ""raw_basis_delta_q"": 0.717857142857143}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 138, ""raw_basis_delta_q"": 0.9438620902906616}, {""delta_q"": 7, ""delta_velocity"": 0.013671875, ""pair_index"": 74, ""raw_basis_delta_q"": 1.8103123067408782}, {""delta_q"": -2, ""delta_velocity"": -0.00390625, ""pair_index"": 418, ""raw_basis_delta_q"": -0.5071428571428571}, {""delta_q"": -4, ""delta_velocity"": -0.0078125, ""pair_index"": 120, ""raw_basis_delta_q"": -0.877195423623995}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 121, ""raw_basis_delta_q"": 1.364100185528757}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 435, ""raw_basis_delta_q"": 1.5747062461348176}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 62, ""raw_basis_delta_q"": 0.8789888682745823}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 310, ""raw_basis_delta_q"": 1.0514533085961657}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 92, ""raw_basis_delta_q"": 1.2357452071737787}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 61, ""raw_basis_delta_q"": 1.2075448361162646}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 65, ""raw_basis_delta_q"": 1.22547928262214}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 150, ""raw_basis_delta_q"": 0.7410636982065553}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 84, ""raw_basis_delta_q"": 1.1707637600494742}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 112, ""raw_basis_delta_q"": 1.298855905998763}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 177, ""raw_basis_delta_q"": 0.8694805194805194}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 522, ""raw_basis_delta_q"": 0.6710729746444032}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 75, ""raw_basis_delta_q"": 1.6246134817563391}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 196, ""raw_basis_delta_q"": 0.9929653679653678}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 101, ""raw_basis_delta_q"": 1.1680117501546075}, {""delta_q"": -3, ""delta_velocity"": -0.005859375, ""pair_index"": 284, ""raw_basis_delta_q"": -0.8660018552875696}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 63, ""raw_basis_delta_q"": 1.1412492269635126}, {""delta_q"": 8, ""delta_velocity"": 0.015625, ""pair_index"": 206, ""raw_basis_delta_q"": 2.2596011131725415}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 200, ""raw_basis_delta_q"": 1.1322665429808287}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 103, ""raw_basis_delta_q"": 1.186425479282622}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 66, ""raw_basis_delta_q"": 1.1802411873840444}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 133, ""raw_basis_delta_q"": 1.072464440321583}, {""delta_q"": 8, ""delta_velocity"": 0.015625, ""pair_index"": 104, ""raw_basis_delta_q"": 2.01943413729128}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 142, ""raw_basis_delta_q"": 0.8785250463821892}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 441, ""raw_basis_delta_q"": 1.3409245516388373}, {""delta_q"": 3, ""delta_velocity"": 0.005859375, ""pair_index"": 517, ""raw_basis_delta_q"": 0.6798237476808905}, {""delta_q"": 2, ""delta_velocity"": 0.00390625, ""pair_index"": 126, ""raw_basis_delta_q"": 0.5707792207792207}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 129, ""raw_basis_delta_q"": 0.9149814471243043}, {""delta_q"": 8, ""delta_velocity"": 0.015625, ""pair_index"": 73, ""raw_basis_delta_q"": 1.9929499072356214}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 159, ""raw_basis_delta_q"": 1.1669758812615956}, {""delta_q"": -2, ""delta_velocity"": -0.00390625, ""pair_index"": 90, ""raw_basis_delta_q"": -0.4525974025974027}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 305, ""raw_basis_delta_q"": 1.0306586270871982}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 421, ""raw_basis_delta_q"": 1.0450525664811379}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 290, ""raw_basis_delta_q"": 0.9934137291280148}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 430, ""raw_basis_delta_q"": 1.3913729128014842}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 119, ""raw_basis_delta_q"": 1.0645330859616573}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 285, ""raw_basis_delta_q"": 1.2685837971552256}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 514, ""raw_basis_delta_q"": 1.3045454545454547}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 102, ""raw_basis_delta_q"": 1.513930117501546}, {""delta_q"": -1, ""delta_velocity"": -0.001953125, ""pair_index"": 107, ""raw_basis_delta_q"": -0.37181508967223253}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 160, ""raw_basis_delta_q"": 1.0603277674706246}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 72, ""raw_basis_delta_q"": 1.4009276437847866}, {""delta_q"": 6, ""delta_velocity"": 0.01171875, ""pair_index"": 368, ""raw_basis_delta_q"": 1.481230674087817}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 426, ""raw_basis_delta_q"": 1.1875850340136054}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 497, ""raw_basis_delta_q"": 1.2229591836734692}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 406, ""raw_basis_delta_q"": 1.1604823747680892}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 518, ""raw_basis_delta_q"": 1.0363327149041435}, {""delta_q"": 8, ""delta_velocity"": 0.015625, ""pair_index"": 550, ""raw_basis_delta_q"": 1.918939393939394}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 542, ""raw_basis_delta_q"": 1.1592300556586268}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 309, ""raw_basis_delta_q"": 1.1637600494743352}, {""delta_q"": 4, ""delta_velocity"": 0.0078125, ""pair_index"": 139, ""raw_basis_delta_q"": 1.008147804576376}, {""delta_q"": -2, ""delta_velocity"": -0.00390625, ""pair_index"": 552, ""raw_basis_delta_q"": -0.49002782931354366}, {""delta_q"": 2, ""delta_velocity"": 0.00390625, ""pair_index"": 538, ""raw_basis_delta_q"": 0.6189548546691402}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 127, ""raw_basis_delta_q"": 1.3361162646876932}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 546, ""raw_basis_delta_q"": 1.212012987012987}, {""delta_q"": 2, ""delta_velocity"": 0.00390625, ""pair_index"": 184, ""raw_basis_delta_q"": 0.5351113172541743}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 502, ""raw_basis_delta_q"": 1.2165739022881878}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 492, ""raw_basis_delta_q"": 1.1442949907235622}, {""delta_q"": -3, ""delta_velocity"": -0.005859375, ""pair_index"": 98, ""raw_basis_delta_q"": -0.7175788497217068}]",0.0008313743081992646,0.005304107970424299,-0.004472733662225034,240,"[""active_subspace_proxy_not_fitted_gradient"", ""exact_eval_readiness_false"", ""no_archive_built"", ""planning_only"", ""public_direct_transfer_negatives_do_not_promote"", ""qp1_velocity_col0_only""]",False
2,c102_qp1_velocity_col0_neighbor_smooth_top048,79091f2c3f0c30ef3ca512808f3adc0306010e7f57fed3a09b3664c16fea4ea8,276485,80094e20f4f6cd29869e043eb6d224a6697ecd7fb0e77728ddcd6c7a05fccb9a,1140,velocity_col0_neighbor_smooth,"[164, 105, 128, 106, 69, 64, 60, 67, 130, 197, 108, 136, 125, 70, 134, 148, 423, 165, 192, 59, 420, 153, 97, 198, 78, 131, 434, 99, 496, 166, 289, 141, 68, 418, 138, 120, 121, 62, 310, 150, 435, 74, 61, 84, 92, 65, 522, 177]","[{""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 164, ""raw_basis_delta_q"": -215.28571428571468}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 105, ""raw_basis_delta_q"": -169.85714285714312}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 128, ""raw_basis_delta_q"": 331.57142857142935}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 106, ""raw_basis_delta_q"": 664.8571428571422}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 69, ""raw_basis_delta_q"": 225.85714285714312}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 64, ""raw_basis_delta_q"": -181.14285714285688}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 60, ""raw_basis_delta_q"": -529.1428571428578}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 67, ""raw_basis_delta_q"": -484.57142857142844}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 130, ""raw_basis_delta_q"": -156.71428571428623}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 197, ""raw_basis_delta_q"": 752.8571428571431}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 108, ""raw_basis_delta_q"": 390.7142857142853}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 136, ""raw_basis_delta_q"": 61.714285714285325}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 125, ""raw_basis_delta_q"": -291.71428571428623}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 70, ""raw_basis_delta_q"": 564.857142857144}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 134, ""raw_basis_delta_q"": 415.57142857142935}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 148, ""raw_basis_delta_q"": 761.142857142856}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 423, ""raw_basis_delta_q"": -447.1428571428578}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 165, ""raw_basis_delta_q"": -132.71428571428623}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 192, ""raw_basis_delta_q"": 223.85714285714312}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 59, ""raw_basis_delta_q"": 456.8571428571422}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 420, ""raw_basis_delta_q"": 204.42857142857065}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 153, ""raw_basis_delta_q"": 581.5714285714275}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 97, ""raw_basis_delta_q"": -132.71428571428623}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 198, ""raw_basis_delta_q"": -35.285714285714675}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 78, ""raw_basis_delta_q"": -274.57142857142935}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 131, ""raw_basis_delta_q"": -182.0}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 434, ""raw_basis_delta_q"": -192.14285714285688}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 99, ""raw_basis_delta_q"": -684.7142857142853}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 496, ""raw_basis_delta_q"": -87.71428571428623}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 166, ""raw_basis_delta_q"": -247.71428571428623}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 289, ""raw_basis_delta_q"": -434.8571428571431}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 141, ""raw_basis_delta_q"": -296.9999999999991}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 68, ""raw_basis_delta_q"": -108.71428571428623}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 418, ""raw_basis_delta_q"": -276.0}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 138, ""raw_basis_delta_q"": 321.28571428571377}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 120, ""raw_basis_delta_q"": 294.7142857142853}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 121, ""raw_basis_delta_q"": 214.28571428571377}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 62, ""raw_basis_delta_q"": -68.1428571428587}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 310, ""raw_basis_delta_q"": -154.57142857142935}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 150, ""raw_basis_delta_q"": -502.57142857142844}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 435, ""raw_basis_delta_q"": -359.71428571428623}, {""delta_q"": -5, ""delta_velocity"": -0.009765625, ""pair_index"": 74, ""raw_basis_delta_q"": -72.71428571428532}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 61, ""raw_basis_delta_q"": 447.7142857142853}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 84, ""raw_basis_delta_q"": 527.8571428571422}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 92, ""raw_basis_delta_q"": 78.28571428571377}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 65, ""raw_basis_delta_q"": 193.42857142857156}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 522, ""raw_basis_delta_q"": 320.7142857142853}, {""delta_q"": 5, ""delta_velocity"": 0.009765625, ""pair_index"": 177, ""raw_basis_delta_q"": 53.99999999999909}]",0.0004543149181376562,0.005218878024424667,-0.004764563106287011,112,"[""exact_eval_readiness_false"", ""local_smoothness_proxy"", ""no_archive_built"", ""planning_only"", ""qp1_velocity_col0_only""]",False
