global_epoch,stage_index,stage_name,d_seg,d_pose,rate,archive_bytes,score_S,authority_tag
1450,0,stage1_v328_ce,0.0025454711883018412,0.0005330288481006088,0.002336099551133826,87710,0.38595843229435856,[contest-CPU advisory]
1525,0,stage1_v328_ce,0.0025206247779230276,0.0005718880904411587,0.002331784785117594,87548,0.38598038024644366,[contest-CPU advisory]
1600,0,stage1_v328_ce,0.0024942525289952753,0.00046830039578101907,0.002328535393426358,87426,0.37607111510383207,[contest-CPU advisory]
1675,0,stage1_v328_ce,0.0024626837919155754,0.0004844827639559905,0.002329068080588856,87446,0.37409987730942046,[contest-CPU advisory]
1750,0,stage1_v328_ce,0.002441940287438532,0.00043887413548266823,0.0023281891467707345,87413,0.3686463336391744,[contest-CPU advisory]
1825,0,stage1_v328_ce,0.002410693677763144,0.00043382470263168214,0.002330692776434474,87507,0.36520205765844,[contest-CPU advisory]
1900,0,stage1_v328_ce,0.002391747374398013,0.00044624316918392043,0.0023298138426163526,87474,0.36422151831644156,[contest-CPU advisory]
1975,0,stage1_v328_ce,0.002380430439176659,0.0004169168352867321,0.002331838053833844,87550,0.36090809277824665,[contest-CPU advisory]
2050,0,stage1_v328_ce,0.0023580593491593998,0.00039196387137053535,0.0023305596046438496,87502,0.35667694312669834,[contest-CPU advisory]
2125,0,stage1_v328_ce,0.002350107830328246,0.00038152508820833947,0.0023302666267044757,87491,0.3550351658598345,[contest-CPU advisory]
2200,0,stage1_v328_ce,0.0023498874204233287,0.0003686783905626119,0.0023297872082582278,87473,0.3539523147504319,[contest-CPU advisory]
2275,0,stage1_v328_ce,0.0023397064146896203,0.00034957815577702905,0.002330186723630101,87488,0.3513504443060328,[contest-CPU advisory]
2350,0,stage1_v328_ce,0.00233497619163245,0.00031284469965612514,0.0023302932610626006,87492,0.34768747251353305,[contest-CPU advisory]
2425,0,stage1_v328_ce,0.002339443614085515,0.0003235619489957268,0.0023307726795088485,87510,0.34909618441488327,[contest-CPU advisory]
2500,0,stage1_v328_ce,0.002326117604970932,0.00028273644541817095,0.0023298671113326026,87476,0.34403140561515183,[contest-CPU advisory]
2575,0,stage1_v328_ce,0.002327821531022588,0.0002712820686186509,0.002330160089271976,87487,0.34312090057857786,[contest-CPU advisory]
2650,0,stage1_v328_ce,0.002326151537708938,0.00026497399798245167,0.002330160089271976,87487,0.3423447811161827,[contest-CPU advisory]
2725,0,stage1_v328_ce,0.0023372056738783916,0.00024999866747142126,0.0023297073051838533,87470,0.34196311677440006,[contest-CPU advisory]
2800,0,stage1_v328_ce,0.0023431311796108883,0.0002447288825351279,0.0023287484682913574,87434,0.3420019097810154,[contest-CPU advisory]
2875,0,stage1_v328_ce,0.002336408820313712,0.00023698586194465557,0.002328615296500733,87429,0.34053745814789144,[contest-CPU advisory]
2950,0,stage1_v328_ce,0.002341520519306262,0.00023982967264601029,0.0023312787323132213,87529,0.3414064280561259,[contest-CPU advisory]
3025,1,stage2_v331_softplus,0.00232795717039456,0.0002888645644513114,0.0023288550057238566,87438,0.34476321432650914,[contest-CPU advisory]
3100,1,stage2_v331_softplus,0.0024596066027879715,0.0004934795380298359,0.0023308525825832234,87513,0.37448007361692714,[contest-CPU advisory]
3175,1,stage2_v331_softplus,0.0027872467009971537,0.0009278915954443316,0.0023349010050182062,87665,0.4334243251286578,[contest-CPU advisory]
3250,1,stage2_v331_softplus,0.002846230405072371,0.0009850120986811817,0.0023364724321475743,87724,0.442282627043241,[contest-CPU advisory]
3325,1,stage2_v331_softplus,0.002824130607768893,0.0008572729849644626,0.0023357266701200777,87696,0.4333952649514166,[contest-CPU advisory]
3400,1,stage2_v331_softplus,0.002814017397662004,0.001015039572957903,0.0023349010050182062,87665,0.4405234372484497,[contest-CPU advisory]
3475,1,stage2_v331_softplus,0.002779515584309896,0.000856201367957207,0.0023295208646769787,87463,0.4287207298331192,[contest-CPU advisory]
3550,1,stage2_v331_softplus,0.0027714199231316647,0.0008968529133320165,0.0023296007677513536,87466,0.4300843300335849,[contest-CPU advisory]
3625,1,stage2_v331_softplus,0.0027505747508257627,0.0009737994646032652,0.0023294143272444795,87459,0.431974111361576,[contest-CPU advisory]
3700,1,stage2_v331_softplus,0.0027321879131098586,0.0008922858221922069,0.0023333562122469626,87607,0.4260135785891279,[contest-CPU advisory]
3775,1,stage2_v331_softplus,0.002714157113805413,0.0007895306078717113,0.002333729093260711,87621,0.4186144735971585,[contest-CPU advisory]
3850,1,stage2_v331_softplus,0.0026927693778028092,0.0008508792218829815,0.0023355402296132035,87689,0.4199085582762925,[contest-CPU advisory]
3925,1,stage2_v331_softplus,0.0026759592412660517,0.0008644008964377766,0.0023369518505938222,87742,0.4189928829996882,[contest-CPU advisory]
4000,1,stage2_v331_softplus,0.002657021430010597,0.0007795205509561735,0.0023312254635969717,87527,0.4122732406304515,[contest-CPU advisory]
4075,1,stage2_v331_softplus,0.002636438999325037,0.0008049353600169222,0.0023345014896463327,87650,0.4117246270861275,[contest-CPU advisory]
4150,1,stage2_v331_softplus,0.0026133812653521696,0.0007837846537586302,0.002334741198869457,87659,0.40823826972272115,[contest-CPU advisory]
4225,1,stage2_v331_softplus,0.0026013861720760663,0.0007048837206093594,0.0023330898686657136,87597,0.40242321742645076,[contest-CPU advisory]
4275,1,stage2_v331_softplus,0.002585703519483407,0.0007141423725018589,0.002336072916775701,87709,0.40147911970671435,[contest-CPU advisory]
4350,1,stage2_v331_softplus,0.002572165597230196,0.0006863037147559225,0.0023353005203900793,87680,0.3984425223746065,[contest-CPU advisory]
4425,1,stage2_v331_softplus,0.0025503624758372702,0.0007270928143407218,0.0023350075424507055,87669,0.39868117371001366,[contest-CPU advisory]
4500,1,stage2_v331_softplus,0.002532789446413517,0.0006705285917269066,0.0023371915598169465,87751,0.3935945438743804,[contest-CPU advisory]
4575,1,stage2_v331_softplus,0.0025209554098546503,0.0006654377041074137,0.0023391092336019384,87823,0.39214763692922816,[contest-CPU advisory]
4650,1,stage2_v331_softplus,0.002492438429035246,0.0006366284224592771,0.002340307779717558,87868,0.3875405355452859,[contest-CPU advisory]
4725,1,stage2_v331_softplus,0.0024776289192959666,0.0006128027511294931,0.0023431576560369208,87975,0.38462355222002115,[contest-CPU advisory]
4800,1,stage2_v331_softplus,0.0024619378025333085,0.0005967303699192901,0.0023443828365106657,88021,0.3820516760682784,[contest-CPU advisory]
4875,1,stage2_v331_softplus,0.002440032968297601,0.0006727648827169711,0.0023440099554969175,88007,0.38462579165186656,[contest-CPU advisory]
4950,1,stage2_v331_softplus,0.0024228498882924517,0.0006275490308568502,0.0023439833211387926,88006,0.38010256419259114,[contest-CPU advisory]
5025,1,stage2_v331_softplus,0.0024075317460422714,0.000597909426530047,0.0023421988191444252,87939,0.37663274832333604,[contest-CPU advisory]
5100,1,stage2_v331_softplus,0.0023846011826147637,0.0005674954055575654,0.0023421189160700503,87936,0.37234538209198975,[contest-CPU advisory]
5175,1,stage2_v331_softplus,0.0023795573071887094,0.0005724921528599225,0.002342731506306923,87959,0.3721872295798707,[contest-CPU advisory]
5250,1,stage2_v331_softplus,0.0023576524605353672,0.0005399831963586621,0.002343663708841294,87994,0.367840387712999,[contest-CPU advisory]
5325,1,stage2_v331_softplus,0.0023459540369609993,0.0005375714179050798,0.0023420656473538007,87934,0.3664663068787595,[contest-CPU advisory]
5450,1,stage2_v331_softplus,0.002323142148864766,0.000549274203076493,0.002341985744279426,87931,0.3649768939984591,[contest-CPU advisory]
5525,1,stage2_v331_softplus,0.002304085638994972,0.00048016501386882737,0.0023423319909350493,87944,0.35826080380971564,[contest-CPU advisory]
5600,1,stage2_v331_softplus,0.0022954050684347747,0.0004796842197538353,0.0023436370744831687,87993,0.357390672789872,[contest-CPU advisory]
5675,1,stage2_v331_softplus,0.002277950717446705,0.0004942195789772086,0.002342651603232548,87956,0.3566621142451567,[contest-CPU advisory]
5750,1,stage2_v331_softplus,0.002261937474831939,0.0004696654104433643,0.0023439833211387926,88006,0.35332546972702483,[contest-CPU advisory]
5825,1,stage2_v331_softplus,0.0022568936025102932,0.00047648554367090887,0.002342624968874423,87955,0.35328291677358314,[contest-CPU advisory]
5900,1,stage2_v331_softplus,0.002246916014701128,0.0005150874882626036,0.002343397365260045,87984,0.355046131417851,[contest-CPU advisory]
5975,1,stage2_v331_softplus,0.002232301513043543,0.0004586249536563021,0.0023423586252931746,87945,0.3495109711461117,[contest-CPU advisory]
6025,1,stage2_v331_softplus,0.0022231123161812623,0.00043756566189889176,0.0023413465196844285,87907,0.34699364078118805,[contest-CPU advisory]
6100,1,stage2_v331_softplus,0.0022113206672171753,0.0004441500624913412,0.0023413198853263037,87906,0.3463096482253505,[contest-CPU advisory]
6175,1,stage2_v331_softplus,0.002197138463767866,0.0004244381682171176,0.0023399082643456846,87853,0.3433604722640413,[contest-CPU advisory]
6250,1,stage2_v331_softplus,0.002186965933069587,0.0004410803216160275,0.002339854995629435,87851,0.34360684639465183,[contest-CPU advisory]
6325,1,stage2_v331_softplus,0.0021775902699058256,0.00046157046531637507,0.0023386298151556904,87805,0.3441637497989575,[contest-CPU advisory]
6375,1,stage2_v331_softplus,0.002176386492016415,0.0004291097722792377,0.0023385499120813155,87802,0.34160886785802874,[contest-CPU advisory]
6425,1,stage2_v331_softplus,0.0021708764073749384,0.0004087901742605027,0.00233753780647257,87764,0.33946278696845167,[contest-CPU advisory]
6475,1,stage2_v331_softplus,0.00216195001732558,0.0004227515943542433,0.002336845313161323,87738,0.3396354851008146,[contest-CPU advisory]
6525,1,stage2_v331_softplus,0.002155270056488613,0.0004128919806680642,0.0023355402296132035,87689,0.3381721826979407,[contest-CPU advisory]
6600,1,stage2_v331_softplus,0.002146284286864102,0.0004010060859824686,0.002336765410086948,87735,0.336372605279468,[contest-CPU advisory]
6675,1,stage2_v331_softplus,0.002146419946414729,0.00041981223369172465,0.0023361794542082004,87713,0.3378393998838313,[contest-CPU advisory]
6750,1,stage2_v331_softplus,0.00214089286668847,0.0004075656900143561,0.0023363925290732,87721,0.33633997160920825,[contest-CPU advisory]
6825,1,stage2_v331_softplus,0.0021285332770397264,0.00038605266289475066,0.002335327154748204,87681,0.3333696429006268,[contest-CPU advisory]
6900,1,stage2_v331_softplus,0.0021391042151177922,0.0003793306599497252,0.002335806573194452,87699,0.3338954113041084,[contest-CPU advisory]
6975,1,stage2_v331_softplus,0.0021329498337581752,0.0003728716525559624,0.0023357533044782025,87697,0.33275203344771015,[contest-CPU advisory]
7050,1,stage2_v331_softplus,0.0021212429522226256,0.0003812688014295418,0.002334394952213833,87646,0.3322311366883398,[contest-CPU advisory]
7125,1,stage2_v331_softplus,0.002114444316054384,0.0003781579577480443,0.00233399543684196,87631,0.3312888667034709,[contest-CPU advisory]
7200,1,stage2_v331_softplus,0.00211411370895803,0.0003645221690142838,0.00233388889940946,87627,0.33013426473252705,[contest-CPU advisory]
7275,1,stage2_v331_softplus,0.0021167331328615546,0.00035693568099911014,0.002332823525084465,87587,0.3297379957740581,[contest-CPU advisory]
7350,1,stage2_v331_softplus,0.002109620845876634,0.00034169618251326026,0.002332770256368215,87585,0.32773612545573577,[contest-CPU advisory]
7425,1,stage2_v331_softplus,0.0021019405762975414,0.00034813470663114764,0.002330825948225098,87512,0.3274676475104745,[contest-CPU advisory]
7500,1,stage2_v331_softplus,0.0021083916599551836,0.0003236778731419084,0.0023325039127869663,87575,0.3260444587102235,[contest-CPU advisory]
7575,1,stage2_v331_softplus,0.002113138834635417,0.0003032966753623138,0.002333116503023839,87598,0.32471417345852227,[contest-CPU advisory]
7650,1,stage2_v331_softplus,0.0021197425139447054,0.00030301221287421263,0.0023324240097125915,87572,0.3253313967581385,[contest-CPU advisory]
7725,1,stage2_v331_softplus,0.0021167500906934342,0.0002866536923587167,0.0023320244943407183,87557,0.3235156711531574,[contest-CPU advisory]
7800,1,stage2_v331_softplus,0.0021298641540730993,0.00027516763810126577,0.0023329833312332143,87593,0.3237674223368476,[contest-CPU advisory]
7875,1,stage2_v331_softplus,0.002124201445840299,0.0002901070932663667,0.0023333562122469626,87607,0.32461564041317004,[contest-CPU advisory]
7950,1,stage2_v331_softplus,0.002130720354616642,0.00027162893980857915,0.00233388889940946,87627,0.32353729128552344,[contest-CPU advisory]
8025,1,stage2_v331_softplus,0.002124362519631783,0.00025698596339983245,0.002333915533767585,87628,0.3214779233088202,[contest-CPU advisory]
8100,1,stage2_v331_softplus,0.0021174282394349573,0.00026772774591033035,0.002334181877348834,87638,0.3218397853947408,[contest-CPU advisory]
8175,1,stage2_v331_softplus,0.002113978061825037,0.00025635752914240586,0.0023344215865719583,87647,0.32039010754263997,[contest-CPU advisory]
8250,1,stage2_v331_softplus,0.0021236589023222526,0.0002456677241328483,0.0023353005203900793,87680,0.320313282363473,[contest-CPU advisory]
8325,1,stage2_v331_softplus,0.0021183861357470355,0.00022969785776998227,0.002334181877348834,87638,0.31811996489490335,[contest-CPU advisory]
8400,1,stage2_v331_softplus,0.0021209123264998198,0.00022724426875356585,0.0023349809080925807,87668,0.3181358999769529,[contest-CPU advisory]
8475,1,stage2_v331_softplus,0.0021268208759526413,0.00023338158585829662,0.0023339421681257103,87629,0.31934022531537554,[contest-CPU advisory]
8550,1,stage2_v331_softplus,0.0021231502760201693,0.00023953515192260967,0.0023346346614369572,87655,0.3196232226504473,[contest-CPU advisory]
8625,1,stage2_v331_softplus,0.0021276431577280162,0.0002505565036941941,0.0023342351460650837,87640,0.32117581386862243,[contest-CPU advisory]
8700,2,stage3_v332_smooth,0.0021277194594343505,0.00023765227815601974,0.002335886476268827,87702,0.3199187004900968,[contest-CPU advisory]
8775,2,stage3_v332_smooth,0.002111112818432351,0.00028632259248600653,0.0023350075424507055,87669,0.32299559042959813,[contest-CPU advisory]
8850,2,stage3_v332_smooth,0.002109196985450884,0.00026805667754767153,0.0023353804234644542,87683,0.3210783993858864,[contest-CPU advisory]
8925,2,stage3_v332_smooth,0.0021203952251623074,0.0002560743227271208,0.002335886476268827,87702,0.3210404711218854,[contest-CPU advisory]
9000,2,stage3_v332_smooth,0.0021171061073740325,0.0002569644916608619,0.0023362060885663257,87714,0.32080742812058716,[contest-CPU advisory]
9075,2,stage3_v332_smooth,0.0021237436744074027,0.0002586804737802595,0.0023360462824175763,87708,0.32163616487074836,[contest-CPU advisory]
9150,2,stage3_v332_smooth,0.0021161142969503997,0.0002632903391107296,0.0023359397449850767,87704,0.32132174839057326,[contest-CPU advisory]
9225,2,stage3_v332_smooth,0.002119132145307958,0.0002535542867068822,0.0023367387757288233,87734,0.3206858582104529,[contest-CPU advisory]
9275,2,stage3_v332_smooth,0.002105509443208575,0.00023938918801529022,0.0023359397449850767,87704,0.3178768523586015,[contest-CPU advisory]
9350,2,stage3_v332_smooth,0.002106051972756783,0.0002308357161624978,0.0023372181941750713,87752,0.31708101780277087,[contest-CPU advisory]
9425,2,stage3_v332_smooth,0.0021094258734956385,0.0002208456187994064,0.0023366588726544484,87731,0.31635327358636267,[contest-CPU advisory]
9500,2,stage3_v332_smooth,0.002111172132814924,0.0002211831339324514,0.0023362593572825753,87716,0.31655380820985907,[contest-CPU advisory]
9575,2,stage3_v332_smooth,0.0021084764118616778,0.00022503353572877436,0.002336072916775701,87709,0.31668716386311335,[contest-CPU advisory]
9650,2,stage3_v332_smooth,0.0021235656614104906,0.00020623879963144038,0.002336019648059451,87707,0.3161705795282721,[contest-CPU advisory]
9725,2,stage3_v332_smooth,0.002125922309545179,0.0001988638327748049,0.0023362859916407,87717,0.31559353202962254,[contest-CPU advisory]
9800,2,stage3_v332_smooth,0.0021212259912863373,0.00019742160565025795,0.0023362327229244505,87715,0.3149605683707193,[contest-CPU advisory]
9875,2,stage3_v332_smooth,0.0021242862241342662,0.0002111772478868564,0.002336312625998825,87718,0.31679046378333353,[contest-CPU advisory]
9950,2,stage3_v332_smooth,0.002122675588664909,0.00022408968584689622,0.0023363925290732,87721,0.3180154842173691,[contest-CPU advisory]
10025,2,stage3_v332_smooth,0.002124650723611315,0.0002474333090746465,0.0023353804234644542,87683,0.3205922516713494,[contest-CPU advisory]
10100,2,stage3_v332_smooth,0.002125634082282583,0.00020130753551105349,0.002336019648059451,87707,0.315831207752292,[contest-CPU advisory]
10175,3,stage4_v332_qat,0.002084952451599141,0.00021764528122730553,0.002336499066505699,87725,0.313560190281075,[contest-CPU advisory]
10250,3,stage4_v332_qat,0.002095447106597324,0.00027342970027045035,0.0023356734014038276,87694,0.32022705156065906,[contest-CPU advisory]
10325,3,stage4_v332_qat,0.0020887417097886405,0.00026139234512811526,0.0023330632343075888,87596,0.31832729535634546,[contest-CPU advisory]
10400,3,stage4_v332_qat,0.0020792643337820965,0.0002667219460029931,0.002333302943530713,87605,0.3179041370469597,[contest-CPU advisory]
10475,3,stage4_v332_qat,0.002072508069686592,0.0002600575481968311,0.0023342351460650837,87640,0.3166025235187689,[contest-CPU advisory]
10550,3,stage4_v332_qat,0.002071660348835091,0.00025527501328421445,0.00233399543684196,87631,0.3160406685411094,[contest-CPU advisory]
10625,3,stage4_v332_qat,0.002069201994066437,0.0002512288536915245,0.0023338089963350858,87624,0.3153881590560068,[contest-CPU advisory]
10700,4,stage5_c1a_l7,0.002075169876528283,0.0002638761294656433,0.0023324772784288415,87574,0.31719779438861556,[contest-CPU advisory]
10775,4,stage5_c1a_l7,0.0020610130811110137,0.00026389704861988625,0.0023138065933832955,86873,0.3153173838505807,[contest-CPU advisory]
10850,4,stage5_c1a_l7,0.002064208984375,0.0002445693445770303,0.002280779989308436,85633,0.31289435096238216,[contest-CPU advisory]
10925,4,stage5_c1a_l7,0.0020693545928224923,0.00023256560612935573,0.0022397364434379855,84092,0.31115392674238634,[contest-CPU advisory]
11000,4,stage5_c1a_l7,0.0020605384030689794,0.00022721307451623336,0.0022001844216225286,82607,0.3087253234757586,[contest-CPU advisory]
